id_cliente,fecha_hora,nombre,email,telefono,ciudad,tipo_cliente,sucursal_preferida
C-ADE35CB01E,2026-09-11 18:03:58,Andres Molina,andres.molina.30@obelie.mx,3369347358,Tlaquepaque,frecuente,Sur
C-D08C5687E0,2026-09-11 18:03:58,Paola Nunez,paola.nunez.82@obelie.mx,3314188671,Tlajomulco,evento,Plaza Obelie
C-1CDB9D6661,2026-09-11 18:03:59,Fernando Diaz,fernando.diaz.55@obelie.mx,3310473809,Tonalá,frecuente,Centro
C-28387970C8,2026-09-11 18:04:00,Daniela Pineda,daniela.pineda.31@obelie.mx,3328891725,Tlajomulco,frecuente,Sur
C-E4FE0EC711,2026-09-11 18:04:01,Valeria Ortiz,valeria.ortiz.97@obelie.mx,3359695175,Tlajomulco,evento,Sur
C-E9E17C6E37,2026-09-11 18:04:02,Daniela Pineda,daniela.pineda.89@obelie.mx,3389369217,Tonalá,evento,Plaza Obelie
C-22D99815BC,2026-09-11 18:04:03,Hugo Salazar,hugo.salazar.22@obelie.mx,3383289544,Tlaquepaque,evento,Norte
C-1451A01913,2026-09-11 18:04:03,Andres Molina,andres.molina.87@obelie.mx,3397503989,Tlajomulco,frecuente,Centro
C-1EAE44101F,2026-09-11 18:04:04,Fernando Diaz,fernando.diaz.10@obelie.mx,3394439136,Guadalajara,nuevo,Plaza Obelie
C-717E240EC5,2026-09-11 18:04:05,Jorge Castillo,jorge.castillo.86@obelie.mx,3348613405,Guadalajara,nuevo,Norte
C-4184D6A6F8,2026-09-11 18:04:06,Mateo Aguilar,mateo.aguilar.49@obelie.mx,3358417102,Zapopan,evento,Plaza Obelie
C-9E55569030,2026-09-11 18:04:06,Elena Vargas,elena.vargas.84@obelie.mx,3388569058,Tlajomulco,mayoreo,Centro
C-634E594795,2026-09-11 18:04:07,Mateo Aguilar,mateo.aguilar.55@obelie.mx,3371721120,Tlaquepaque,mayoreo,Norte
C-30FADDDE9B,2026-09-11 18:04:08,Camila Herrera,camila.herrera.50@obelie.mx,3311147327,Zapopan,frecuente,Norte
C-D42C333E52,2026-09-11 18:04:08,Mateo Aguilar,mateo.aguilar.91@obelie.mx,3398431319,Tlajomulco,frecuente,Plaza Obelie
C-71EBFEDCE8,2026-09-11 18:04:09,Fernando Diaz,fernando.diaz.69@obelie.mx,3367952198,Guadalajara,evento,Sur
C-78D0A278C3,2026-09-11 18:04:09,Daniela Pineda,daniela.pineda.92@obelie.mx,3369267309,Tonalá,nuevo,Centro
C-E7AB745AF5,2026-09-11 18:04:10,Mateo Aguilar,mateo.aguilar.53@obelie.mx,3339187507,Guadalajara,mayoreo,Sur
C-1C834DFA71,2026-09-11 18:04:11,Valeria Ortiz,valeria.ortiz.60@obelie.mx,3390459418,Zapopan,nuevo,Sur
C-FDF476DCB8,2026-09-11 18:04:11,Camila Herrera,camila.herrera.50@obelie.mx,3359251460,Guadalajara,evento,Centro
C-7B91EDB33E,2026-09-11 18:04:12,Ricardo Flores,ricardo.flores.21@obelie.mx,3351452838,Tlajomulco,evento,Sur
C-94B80A0D6E,2026-09-11 18:04:13,Hugo Salazar,hugo.salazar.63@obelie.mx,3331566406,Tlajomulco,frecuente,Centro
C-9122C1C252,2026-09-11 18:04:14,Andres Molina,andres.molina.52@obelie.mx,3369101776,Tlaquepaque,frecuente,Norte
C-557FD95CB0,2026-09-11 18:04:14,Hugo Salazar,hugo.salazar.23@obelie.mx,3393406518,Tlajomulco,mayoreo,Centro
C-EC11878205,2026-09-11 18:04:15,Daniela Pineda,daniela.pineda.43@obelie.mx,3369255190,Tlajomulco,frecuente,Norte
C-0AB604E930,2026-09-11 18:04:15,Camila Herrera,camila.herrera.37@obelie.mx,3399359581,Tlajomulco,nuevo,Norte
C-E5D7DDADD9,2026-09-11 18:04:16,Fernando Diaz,fernando.diaz.45@obelie.mx,3374604213,Zapopan,frecuente,Sur
C-27FB362A88,2026-09-11 18:04:17,Fernando Diaz,fernando.diaz.54@obelie.mx,3395277514,Guadalajara,nuevo,Centro
C-F5B1E140FD,2026-09-11 18:04:18,Hugo Salazar,hugo.salazar.19@obelie.mx,3322787227,Tlaquepaque,frecuente,Centro
C-0E885CE7EA,2026-09-11 18:04:18,Hugo Salazar,hugo.salazar.92@obelie.mx,3327701028,Zapopan,mayoreo,Centro
C-E932C14F50,2026-09-11 18:04:19,Sofia Ramirez,sofia.ramirez.20@obelie.mx,3373255108,Tlajomulco,frecuente,Centro
C-C26506E1A2,2026-09-11 18:04:19,Paola Nunez,paola.nunez.35@obelie.mx,3348905788,Tlajomulco,evento,Plaza Obelie
C-98CFA80825,2026-09-11 18:04:20,Hugo Salazar,hugo.salazar.61@obelie.mx,3337661310,Guadalajara,nuevo,Norte
C-D572C3A0AB,2026-09-11 18:04:21,Andres Molina,andres.molina.83@obelie.mx,3378648810,Tlaquepaque,frecuente,Centro
C-39D266BC6C,2026-09-11 18:04:21,Ricardo Flores,ricardo.flores.15@obelie.mx,3350094757,Tlajomulco,mayoreo,Plaza Obelie
C-4FD816E309,2026-09-11 18:04:22,Hugo Salazar,hugo.salazar.36@obelie.mx,3385799305,Tlajomulco,nuevo,Norte
C-3489B985BF,2026-09-11 18:04:22,Andres Molina,andres.molina.63@obelie.mx,3310576512,Tonalá,mayoreo,Centro
C-3C2C015A52,2026-09-11 18:04:23,Daniela Pineda,daniela.pineda.75@obelie.mx,3338818825,Tonalá,mayoreo,Norte
C-D4186568E5,2026-09-11 18:04:23,Hugo Salazar,hugo.salazar.50@obelie.mx,3394741289,Tlajomulco,nuevo,Plaza Obelie
C-48C283BB3F,2026-09-11 18:04:24,Ricardo Flores,ricardo.flores.28@obelie.mx,3352583032,Tonalá,evento,Centro
C-61D09224C5,2026-09-11 18:04:25,Fernando Diaz,fernando.diaz.92@obelie.mx,3383731907,Zapopan,nuevo,Sur
C-54748A177D,2026-09-11 18:04:26,Hugo Salazar,hugo.salazar.96@obelie.mx,3314194941,Tlaquepaque,nuevo,Norte
C-B64F1B2BE8,2026-09-11 18:04:26,Mateo Aguilar,mateo.aguilar.23@obelie.mx,3372575695,Tonalá,frecuente,Centro
C-6DF334CC38,2026-09-11 18:04:27,Camila Herrera,camila.herrera.88@obelie.mx,3344745778,Zapopan,frecuente,Plaza Obelie
C-4758F14A7A,2026-09-11 18:04:27,Camila Herrera,camila.herrera.54@obelie.mx,3389369886,Tonalá,mayoreo,Sur
C-0DE2D549C7,2026-09-11 18:04:28,Hugo Salazar,hugo.salazar.23@obelie.mx,3386234765,Zapopan,mayoreo,Plaza Obelie
C-6C5E01689F,2026-09-11 18:04:29,Sofia Ramirez,sofia.ramirez.12@obelie.mx,3339905468,Guadalajara,evento,Plaza Obelie
C-3A1F3D1D2A,2026-09-11 18:04:29,Paola Nunez,paola.nunez.68@obelie.mx,3387161784,Tlaquepaque,frecuente,Norte
C-983F9DD791,2026-09-11 18:04:30,Paola Nunez,paola.nunez.60@obelie.mx,3335198497,Zapopan,evento,Plaza Obelie
C-08DD18B6E3,2026-09-11 18:04:30,Sofia Ramirez,sofia.ramirez.80@obelie.mx,3364041315,Tlajomulco,mayoreo,Plaza Obelie
C-852800EA4C,2026-09-11 18:04:31,Camila Herrera,camila.herrera.30@obelie.mx,3348618205,Tlajomulco,frecuente,Norte
C-DE1621EA5B,2026-09-11 18:04:31,Andres Molina,andres.molina.32@obelie.mx,3339209735,Zapopan,mayoreo,Plaza Obelie
C-DA5D1FEC38,2026-09-11 18:04:32,Sofia Ramirez,sofia.ramirez.29@obelie.mx,3388505308,Tonalá,mayoreo,Centro
C-0EACBBEF42,2026-09-11 18:04:33,Sofia Ramirez,sofia.ramirez.24@obelie.mx,3370248519,Tlajomulco,evento,Plaza Obelie
C-9B250102BA,2026-09-11 18:04:33,Paola Nunez,paola.nunez.22@obelie.mx,3333139411,Zapopan,frecuente,Sur
C-6BD7622A45,2026-09-11 18:04:34,Ricardo Flores,ricardo.flores.35@obelie.mx,3356546865,Zapopan,nuevo,Norte
C-B008AF7D21,2026-09-11 18:04:35,Sofia Ramirez,sofia.ramirez.64@obelie.mx,3342443829,Zapopan,nuevo,Norte
C-B2375E7D4F,2026-09-11 18:04:35,Paola Nunez,paola.nunez.60@obelie.mx,3344881710,Tlaquepaque,frecuente,Norte
C-3B2A928799,2026-09-11 18:04:36,Daniela Pineda,daniela.pineda.39@obelie.mx,3377397698,Tonalá,evento,Centro
C-C6BFFF5363,2026-09-11 18:04:36,Ricardo Flores,ricardo.flores.29@obelie.mx,3329143295,Tlaquepaque,evento,Centro
C-A5BE2A87D0,2026-09-11 18:04:37,Jorge Castillo,jorge.castillo.78@obelie.mx,3350943937,Tlaquepaque,frecuente,Plaza Obelie
C-1CF97F524E,2026-09-11 18:04:38,Ricardo Flores,ricardo.flores.81@obelie.mx,3373327154,Tlaquepaque,evento,Sur
C-E8EEC59B49,2026-09-11 18:04:38,Camila Herrera,camila.herrera.33@obelie.mx,3369867914,Zapopan,mayoreo,Norte
C-91B68A63BC,2026-09-11 18:04:39,Paola Nunez,paola.nunez.87@obelie.mx,3342275302,Zapopan,evento,Norte
C-6A71D4E90E,2026-09-11 18:04:40,Daniela Pineda,daniela.pineda.19@obelie.mx,3318875216,Guadalajara,evento,Sur
C-800C4FAD40,2026-09-11 18:04:41,Andres Molina,andres.molina.84@obelie.mx,3342379980,Guadalajara,frecuente,Plaza Obelie
C-44159CB7ED,2026-09-11 18:04:41,Camila Herrera,camila.herrera.50@obelie.mx,3396638633,Tonalá,evento,Plaza Obelie
C-783F075599,2026-09-11 18:04:42,Jorge Castillo,jorge.castillo.44@obelie.mx,3331685885,Guadalajara,evento,Centro
C-1474D59720,2026-09-11 18:04:43,Hugo Salazar,hugo.salazar.16@obelie.mx,3319067860,Tlajomulco,evento,Norte
C-64994DF576,2026-09-11 18:04:43,Valeria Ortiz,valeria.ortiz.57@obelie.mx,3333625004,Zapopan,mayoreo,Centro
C-C577329111,2026-09-11 18:04:44,Elena Vargas,elena.vargas.49@obelie.mx,3379843334,Tlaquepaque,evento,Centro
C-CF95CF23F7,2026-09-11 18:04:45,Camila Herrera,camila.herrera.56@obelie.mx,3390488928,Tlaquepaque,mayoreo,Sur
C-758AA2E569,2026-09-11 18:04:45,Fernando Diaz,fernando.diaz.20@obelie.mx,3378778743,Tlaquepaque,nuevo,Sur
C-58B9BF0D7F,2026-09-11 18:04:46,Valeria Ortiz,valeria.ortiz.25@obelie.mx,3394887958,Tlajomulco,mayoreo,Centro
C-F22D5859E7,2026-09-11 18:04:47,Andres Molina,andres.molina.84@obelie.mx,3339124100,Tonalá,evento,Norte
C-78293F9540,2026-09-11 18:04:47,Valeria Ortiz,valeria.ortiz.38@obelie.mx,3375979599,Tlajomulco,nuevo,Centro
C-16DD310362,2026-09-11 18:04:48,Camila Herrera,camila.herrera.24@obelie.mx,3322934657,Tlaquepaque,nuevo,Norte
C-236BEDAF86,2026-09-11 18:04:49,Fernando Diaz,fernando.diaz.16@obelie.mx,3324391425,Tlaquepaque,nuevo,Plaza Obelie
C-E48179ED03,2026-09-11 18:04:50,Valeria Ortiz,valeria.ortiz.17@obelie.mx,3395037653,Zapopan,mayoreo,Sur
C-7B9C48967A,2026-09-11 18:04:50,Camila Herrera,camila.herrera.87@obelie.mx,3321672346,Tlajomulco,frecuente,Centro
C-D88F55AC04,2026-09-11 18:04:51,Paola Nunez,paola.nunez.54@obelie.mx,3318781410,Tonalá,evento,Plaza Obelie
C-3F36AEE71A,2026-09-11 18:04:51,Andres Molina,andres.molina.99@obelie.mx,3336909646,Guadalajara,frecuente,Plaza Obelie
C-2B546C1AB1,2026-09-11 18:04:52,Fernando Diaz,fernando.diaz.74@obelie.mx,3334652662,Guadalajara,mayoreo,Centro
C-5078E73E4A,2026-09-11 18:04:53,Paola Nunez,paola.nunez.29@obelie.mx,3319109577,Tlaquepaque,mayoreo,Centro
C-AE532203F3,2026-09-11 18:04:54,Mateo Aguilar,mateo.aguilar.73@obelie.mx,3336297521,Tlaquepaque,evento,Plaza Obelie
C-FD9A122052,2026-09-11 18:04:54,Elena Vargas,elena.vargas.44@obelie.mx,3357364732,Tlajomulco,evento,Norte
C-9D85853B55,2026-09-11 18:04:55,Elena Vargas,elena.vargas.66@obelie.mx,3331644016,Guadalajara,evento,Sur
C-537175F46C,2026-09-11 18:04:56,Ricardo Flores,ricardo.flores.39@obelie.mx,3317864595,Tonalá,nuevo,Sur
C-2C9FCBD261,2026-09-11 18:04:57,Valeria Ortiz,valeria.ortiz.34@obelie.mx,3321884494,Zapopan,nuevo,Norte
C-6BB4FCC1BF,2026-09-11 18:04:57,Hugo Salazar,hugo.salazar.34@obelie.mx,3357474378,Tlaquepaque,nuevo,Sur
C-8C61705C69,2026-09-11 18:04:58,Paola Nunez,paola.nunez.16@obelie.mx,3380473464,Guadalajara,mayoreo,Norte
C-160E2D8631,2026-09-11 18:04:59,Andres Molina,andres.molina.70@obelie.mx,3344713442,Tonalá,frecuente,Plaza Obelie
C-2E6F5C472A,2026-09-11 18:04:59,Ricardo Flores,ricardo.flores.79@obelie.mx,3314188390,Zapopan,mayoreo,Norte
C-12602E3E7E,2026-09-11 18:05:00,Hugo Salazar,hugo.salazar.63@obelie.mx,3310657660,Tlajomulco,frecuente,Plaza Obelie
C-4B9B0E0102,2026-09-11 18:05:01,Valeria Ortiz,valeria.ortiz.40@obelie.mx,3360738100,Tonalá,frecuente,Sur
C-E2CE041BC2,2026-09-11 18:05:01,Daniela Pineda,daniela.pineda.47@obelie.mx,3339985516,Zapopan,mayoreo,Norte
C-3223943F19,2026-09-11 18:05:02,Fernando Diaz,fernando.diaz.53@obelie.mx,3374092705,Guadalajara,mayoreo,Sur
C-34052235B9,2026-09-11 18:05:02,Ricardo Flores,ricardo.flores.88@obelie.mx,3315281245,Guadalajara,mayoreo,Norte
C-1BCC97D2D0,2026-09-11 18:05:03,Daniela Pineda,daniela.pineda.19@obelie.mx,3371687934,Tonalá,evento,Sur
C-7D94910446,2026-09-11 18:05:04,Camila Herrera,camila.herrera.12@obelie.mx,3339445873,Tonalá,nuevo,Centro
C-BAE8793414,2026-09-11 18:05:04,Hugo Salazar,hugo.salazar.86@obelie.mx,3393051852,Tlajomulco,frecuente,Plaza Obelie
C-91703C892C,2026-09-11 18:05:05,Valeria Ortiz,valeria.ortiz.95@obelie.mx,3355058453,Tonalá,frecuente,Centro
C-201755E4CD,2026-09-11 18:05:05,Paola Nunez,paola.nunez.41@obelie.mx,3376881841,Tlajomulco,mayoreo,Centro
C-DDB158FF48,2026-09-11 18:05:06,Andres Molina,andres.molina.87@obelie.mx,3363897116,Tonalá,frecuente,Centro
C-894C94DA0A,2026-09-11 18:05:07,Mateo Aguilar,mateo.aguilar.55@obelie.mx,3369397023,Tonalá,evento,Norte
C-B4F428A7A0,2026-09-11 18:05:07,Valeria Ortiz,valeria.ortiz.74@obelie.mx,3383879746,Zapopan,mayoreo,Norte
C-FB68A317F4,2026-09-11 18:05:08,Ricardo Flores,ricardo.flores.99@obelie.mx,3357562852,Tlajomulco,mayoreo,Plaza Obelie
C-4C121F8E49,2026-09-11 18:05:08,Daniela Pineda,daniela.pineda.44@obelie.mx,3340712615,Zapopan,nuevo,Norte
C-7C1967CCF4,2026-09-11 18:05:09,Andres Molina,andres.molina.63@obelie.mx,3382035518,Guadalajara,evento,Norte
C-68A13BED21,2026-09-11 18:05:10,Hugo Salazar,hugo.salazar.11@obelie.mx,3311649566,Tonalá,frecuente,Sur
C-78F4D1E077,2026-09-11 18:05:10,Fernando Diaz,fernando.diaz.96@obelie.mx,3334933312,Tonalá,frecuente,Sur
C-E4D36A386D,2026-09-11 18:05:11,Mateo Aguilar,mateo.aguilar.28@obelie.mx,3334562384,Tonalá,frecuente,Centro
C-ACC515FD90,2026-09-11 18:05:12,Paola Nunez,paola.nunez.33@obelie.mx,3398979894,Zapopan,mayoreo,Sur
C-6227ABE409,2026-09-11 18:05:13,Valeria Ortiz,valeria.ortiz.92@obelie.mx,3334849505,Tlaquepaque,mayoreo,Plaza Obelie
C-27AAE54F3E,2026-09-11 18:05:13,Mateo Aguilar,mateo.aguilar.49@obelie.mx,3344525510,Zapopan,frecuente,Norte
C-5EC8E776DC,2026-09-11 18:05:14,Jorge Castillo,jorge.castillo.85@obelie.mx,3317589591,Guadalajara,evento,Centro
C-416185EF44,2026-09-11 18:05:14,Hugo Salazar,hugo.salazar.93@obelie.mx,3339864281,Tlaquepaque,frecuente,Norte
C-1DB0AA9549,2026-09-11 18:05:15,Elena Vargas,elena.vargas.61@obelie.mx,3319272463,Zapopan,nuevo,Sur
C-01DA6725E2,2026-09-11 18:05:16,Mateo Aguilar,mateo.aguilar.92@obelie.mx,3355523468,Tlajomulco,evento,Plaza Obelie
C-06040A3C76,2026-09-11 18:05:16,Sofia Ramirez,sofia.ramirez.85@obelie.mx,3321558584,Tlajomulco,nuevo,Centro
C-1019B705E0,2026-09-11 18:05:17,Sofia Ramirez,sofia.ramirez.52@obelie.mx,3340146296,Zapopan,mayoreo,Plaza Obelie
C-48811671A1,2026-09-11 18:05:18,Valeria Ortiz,valeria.ortiz.11@obelie.mx,3354995372,Tlajomulco,nuevo,Centro
C-B26FAC7230,2026-09-11 18:05:18,Daniela Pineda,daniela.pineda.89@obelie.mx,3340596512,Tlaquepaque,frecuente,Centro
C-6420E2CD4B,2026-09-11 18:05:19,Valeria Ortiz,valeria.ortiz.29@obelie.mx,3330275773,Tlajomulco,evento,Sur
C-E09BDC258B,2026-09-11 18:05:19,Sofia Ramirez,sofia.ramirez.21@obelie.mx,3312606505,Tonalá,nuevo,Centro
C-F000A56212,2026-09-11 18:05:20,Mateo Aguilar,mateo.aguilar.45@obelie.mx,3398835960,Guadalajara,evento,Sur
C-2952491CF8,2026-09-11 18:05:21,Paola Nunez,paola.nunez.19@obelie.mx,3391368545,Zapopan,nuevo,Sur
C-60DC8BBC36,2026-09-11 18:05:22,Andres Molina,andres.molina.60@obelie.mx,3367344260,Tlaquepaque,mayoreo,Norte
C-7B01C6AFFD,2026-09-11 18:05:22,Fernando Diaz,fernando.diaz.73@obelie.mx,3348853348,Tonalá,evento,Plaza Obelie
C-A8A8F20C4F,2026-09-11 18:05:23,Andres Molina,andres.molina.76@obelie.mx,3366993945,Tlaquepaque,frecuente,Centro
C-32552BFE2C,2026-09-11 18:05:24,Andres Molina,andres.molina.58@obelie.mx,3324874974,Tlajomulco,frecuente,Plaza Obelie
C-674125E628,2026-09-11 18:05:25,Andres Molina,andres.molina.32@obelie.mx,3352924634,Guadalajara,frecuente,Centro
C-E3B2B43479,2026-09-11 18:05:25,Fernando Diaz,fernando.diaz.48@obelie.mx,3357666810,Guadalajara,evento,Sur
C-341F4F47F0,2026-09-11 18:05:26,Jorge Castillo,jorge.castillo.27@obelie.mx,3365579532,Guadalajara,mayoreo,Centro
C-992D961424,2026-09-11 18:05:27,Mateo Aguilar,mateo.aguilar.70@obelie.mx,3367497255,Guadalajara,mayoreo,Plaza Obelie
C-27AE7231B1,2026-09-11 18:05:27,Daniela Pineda,daniela.pineda.51@obelie.mx,3333973441,Tonalá,mayoreo,Plaza Obelie
C-700B0E4468,2026-09-11 18:05:28,Elena Vargas,elena.vargas.13@obelie.mx,3327162951,Zapopan,nuevo,Plaza Obelie
C-62908FC57D,2026-09-11 18:05:28,Mateo Aguilar,mateo.aguilar.84@obelie.mx,3358874637,Tlaquepaque,mayoreo,Norte
C-285DF38296,2026-09-11 18:05:28,Valeria Ortiz,valeria.ortiz.27@obelie.mx,3335599266,Zapopan,frecuente,Norte
C-3E71040FA0,2026-09-11 18:05:29,Ricardo Flores,ricardo.flores.30@obelie.mx,3385325643,Tlajomulco,nuevo,Centro
C-C8CF7F0C49,2026-09-11 18:05:30,Jorge Castillo,jorge.castillo.54@obelie.mx,3344747062,Tlajomulco,mayoreo,Plaza Obelie
C-6CC1C1B4E3,2026-09-11 18:05:30,Paola Nunez,paola.nunez.99@obelie.mx,3321247920,Guadalajara,mayoreo,Sur
C-20C2B6164B,2026-09-11 18:05:31,Fernando Diaz,fernando.diaz.74@obelie.mx,3319752853,Tlajomulco,nuevo,Plaza Obelie
C-AA8A48A7DC,2026-09-11 18:05:32,Ricardo Flores,ricardo.flores.28@obelie.mx,3352098595,Zapopan,evento,Norte
C-DEE53DC25C,2026-09-11 18:05:32,Jorge Castillo,jorge.castillo.93@obelie.mx,3366572789,Tonalá,nuevo,Norte
C-2C973E4F3F,2026-09-11 18:05:33,Mateo Aguilar,mateo.aguilar.88@obelie.mx,3397782888,Guadalajara,evento,Sur
C-86FD497FA7,2026-09-11 18:05:34,Mateo Aguilar,mateo.aguilar.19@obelie.mx,3321673611,Tonalá,frecuente,Centro
C-3FE1B8FF43,2026-09-11 18:05:35,Sofia Ramirez,sofia.ramirez.32@obelie.mx,3315317291,Zapopan,evento,Norte
C-7523763CBE,2026-09-11 18:05:35,Camila Herrera,camila.herrera.24@obelie.mx,3314878860,Guadalajara,frecuente,Plaza Obelie
C-42BB37E739,2026-09-11 18:05:36,Valeria Ortiz,valeria.ortiz.51@obelie.mx,3352495957,Tlajomulco,mayoreo,Norte
C-7AA894A2DD,2026-09-11 18:05:36,Paola Nunez,paola.nunez.68@obelie.mx,3395783973,Tonalá,frecuente,Sur
C-EB37761885,2026-09-11 18:05:37,Paola Nunez,paola.nunez.39@obelie.mx,3336566104,Tlaquepaque,nuevo,Sur
C-C090FEEEF5,2026-09-11 18:05:37,Hugo Salazar,hugo.salazar.80@obelie.mx,3363734330,Guadalajara,nuevo,Plaza Obelie
C-E1AEBC00C8,2026-09-11 18:05:38,Hugo Salazar,hugo.salazar.56@obelie.mx,3325195732,Tlajomulco,mayoreo,Centro
C-B9A1D1A59B,2026-09-11 18:05:39,Daniela Pineda,daniela.pineda.98@obelie.mx,3386853623,Guadalajara,frecuente,Plaza Obelie
C-DB21AEE7C0,2026-09-11 18:05:40,Mateo Aguilar,mateo.aguilar.42@obelie.mx,3370151058,Tonalá,nuevo,Sur
C-C739D61CEB,2026-09-11 18:05:40,Andres Molina,andres.molina.79@obelie.mx,3334695979,Tlajomulco,nuevo,Plaza Obelie
C-C79D1FF370,2026-09-11 18:05:41,Camila Herrera,camila.herrera.51@obelie.mx,3392197054,Zapopan,nuevo,Plaza Obelie
C-379D119419,2026-09-11 18:05:42,Paola Nunez,paola.nunez.83@obelie.mx,3316643201,Tonalá,frecuente,Centro
C-61D92C1B5D,2026-09-11 18:05:42,Camila Herrera,camila.herrera.83@obelie.mx,3331921769,Zapopan,frecuente,Centro
C-EDCC6B8625,2026-09-11 18:05:43,Hugo Salazar,hugo.salazar.39@obelie.mx,3333898497,Tlaquepaque,evento,Sur
C-6DF0A54DF5,2026-09-11 18:05:43,Paola Nunez,paola.nunez.18@obelie.mx,3388179191,Zapopan,mayoreo,Sur
C-1B6B2E8BEB,2026-09-11 18:05:44,Daniela Pineda,daniela.pineda.37@obelie.mx,3356378166,Tonalá,evento,Plaza Obelie
C-D7372D4BD7,2026-09-11 18:05:44,Jorge Castillo,jorge.castillo.53@obelie.mx,3343516212,Zapopan,evento,Plaza Obelie
C-9570D269F2,2026-09-11 18:05:45,Mateo Aguilar,mateo.aguilar.19@obelie.mx,3340143703,Tlajomulco,nuevo,Sur
C-72DF545BC7,2026-09-11 18:05:45,Andres Molina,andres.molina.55@obelie.mx,3319304674,Zapopan,evento,Sur
C-F51D21E51A,2026-09-11 18:05:46,Hugo Salazar,hugo.salazar.61@obelie.mx,3375057783,Tlajomulco,evento,Sur
C-36B62D8BF2,2026-09-11 18:05:47,Ricardo Flores,ricardo.flores.93@obelie.mx,3323368373,Tonalá,frecuente,Norte
C-E4F618707A,2026-09-11 18:05:47,Fernando Diaz,fernando.diaz.11@obelie.mx,3348038729,Tlaquepaque,frecuente,Sur
C-5A3A0AB9C9,2026-09-11 18:05:48,Camila Herrera,camila.herrera.84@obelie.mx,3353986810,Tlajomulco,frecuente,Plaza Obelie
C-557085DB01,2026-09-11 18:05:48,Jorge Castillo,jorge.castillo.15@obelie.mx,3374331819,Zapopan,nuevo,Sur
C-D4C26EE117,2026-09-11 18:05:49,Valeria Ortiz,valeria.ortiz.47@obelie.mx,3375025851,Tonalá,mayoreo,Centro
C-8D6BE595E7,2026-09-11 18:05:50,Fernando Diaz,fernando.diaz.53@obelie.mx,3358495212,Tonalá,nuevo,Norte
C-40AEB57A27,2026-09-11 18:05:51,Daniela Pineda,daniela.pineda.81@obelie.mx,3319349861,Tlaquepaque,frecuente,Norte
C-07B1218E99,2026-09-11 18:05:51,Daniela Pineda,daniela.pineda.53@obelie.mx,3324528867,Guadalajara,evento,Sur
C-55342D691F,2026-09-11 18:05:52,Mateo Aguilar,mateo.aguilar.97@obelie.mx,3396984586,Tlajomulco,frecuente,Centro
C-A19CADAB52,2026-09-11 18:05:53,Elena Vargas,elena.vargas.50@obelie.mx,3333572605,Tlaquepaque,frecuente,Centro
C-654893AD50,2026-09-11 18:05:53,Camila Herrera,camila.herrera.34@obelie.mx,3367814580,Zapopan,evento,Sur
C-63EB5C3D31,2026-09-11 18:05:54,Valeria Ortiz,valeria.ortiz.76@obelie.mx,3333786656,Tonalá,nuevo,Sur
C-80298DCC06,2026-09-11 18:05:55,Andres Molina,andres.molina.84@obelie.mx,3368988094,Tonalá,mayoreo,Sur
C-9C5472B3D3,2026-09-11 18:05:56,Andres Molina,andres.molina.90@obelie.mx,3374738466,Guadalajara,nuevo,Norte
C-A0769CA82D,2026-09-11 18:05:56,Camila Herrera,camila.herrera.80@obelie.mx,3377191427,Tonalá,evento,Centro
C-79CDF97FFB,2026-09-11 18:05:57,Andres Molina,andres.molina.38@obelie.mx,3324296438,Tlajomulco,evento,Sur
C-7110A69B52,2026-09-11 18:05:57,Fernando Diaz,fernando.diaz.63@obelie.mx,3358142976,Tonalá,nuevo,Sur
C-1675532C6F,2026-09-11 18:05:58,Elena Vargas,elena.vargas.88@obelie.mx,3371211713,Guadalajara,frecuente,Plaza Obelie
C-95FAF27346,2026-09-11 18:05:59,Valeria Ortiz,valeria.ortiz.70@obelie.mx,3316005435,Tlaquepaque,mayoreo,Norte
C-DB588C596C,2026-09-11 18:05:59,Andres Molina,andres.molina.48@obelie.mx,3394928254,Tlaquepaque,frecuente,Norte
C-671903B8C2,2026-09-11 18:06:00,Sofia Ramirez,sofia.ramirez.21@obelie.mx,3331115131,Zapopan,mayoreo,Norte
C-B1EA2ACC1E,2026-09-11 18:06:00,Hugo Salazar,hugo.salazar.15@obelie.mx,3333221122,Tlajomulco,mayoreo,Plaza Obelie
C-6727BA0BBA,2026-09-11 18:06:01,Ricardo Flores,ricardo.flores.67@obelie.mx,3377082954,Guadalajara,nuevo,Norte
C-713A0910DD,2026-09-11 18:06:02,Camila Herrera,camila.herrera.37@obelie.mx,3360536674,Tlajomulco,evento,Norte
C-3C138A8441,2026-09-11 18:06:02,Paola Nunez,paola.nunez.56@obelie.mx,3356205544,Tonalá,mayoreo,Sur
C-5A64B7C4EB,2026-09-11 18:06:03,Valeria Ortiz,valeria.ortiz.49@obelie.mx,3348486806,Zapopan,evento,Centro
C-6BC3A16740,2026-09-11 18:06:04,Jorge Castillo,jorge.castillo.83@obelie.mx,3374036216,Guadalajara,nuevo,Centro
C-5EB7910035,2026-09-11 18:06:04,Mateo Aguilar,mateo.aguilar.74@obelie.mx,3364818351,Zapopan,nuevo,Centro
C-581055DA0C,2026-09-11 18:06:05,Hugo Salazar,hugo.salazar.37@obelie.mx,3323829951,Tlaquepaque,mayoreo,Norte
C-80055F7FF9,2026-09-11 18:06:06,Mateo Aguilar,mateo.aguilar.57@obelie.mx,3352549472,Tlajomulco,frecuente,Plaza Obelie
